id,place,weight_lbs,grower_name,city,state_prov,country,gpc_site,seed_mother,pollinator_father,ott,est_weight,pct_chart,variety,weight_kg,weight_class
2412-P,60,519.3244597455487,IHQDV,Nottingham,Florida,UK,National Pumpkin Festival,1644 R,1022 A,283,494,9,Munchkin,235.5614203449029,medium
2637-P,16,527.4662639822811,VITQL,Chicago,Texas,China,National Pumpkin Festival,1012 X,1601 J,297,579,-4,Golden Hubbard,239.25447761225087,medium
2928-P,95,519.074953654781,NKWZQ,Los Angeles,California,China,Local Pumpkin Festival,1367 S,1921 U,296,557,-8,Orange Bulldog,235.44824637817942,medium
2624-P,53,525.5093796718866,YAHER,Nottingham,Florida,China,National Pumpkin Festival,1537 E,1477 K,280,511,-1,Kakai,238.36685054413036,medium
2150-P,86,523.9680141890422,JITYA,Chicago,California,USA,Local Pumpkin Festival,1744 S,1975 K,4,-4,4,Orange Bulldog,237.667699492036,medium
2086-P,57,520.216492690146,JRYGA,Los Angeles,California,China,Regional Pumpkin Festival,1096 V,1140 R,283,513,-5,Golden Hubbard,235.96603935230868,medium
2165-P,43,514.3485695645213,SLLYQ,New York,Texas,China,National Pumpkin Festival,1682 L,1278 R,282,510,0,Orange Bulldog,233.30439636591035,medium
2580-P,80,507.483352156356,CIGZQ,Paris,California,China,National Pumpkin Festival,1550 U,1692 E,293,571,-13,Orange Bulldog,230.1903886713058,medium
2056-P,28,507.6294724833221,ERRZH,Paris,California,USA,Local Pumpkin Festival,1943 G,1528 N,279,513,-2,Golden Hubbard,230.25666768265503,medium
2602-P,3,504.6423520930112,TKUUX,Houston,California,UK,Regional Pumpkin Festival,1007 Y,1419 H,269,441,18,Munchkin,228.90173377057314,medium
2094-P,53,498.62806320004165,OKQFF,New York,Florida,USA,National Pumpkin Festival,1352 H,1048 D,274,443,10,Munchkin,226.17370044303328,light
2967-P,97,504.0682422472164,ROONV,Los Angeles,New York,USA,Regional Pumpkin Festival,1625 W,1528 A,262,414,18,Golden Hubbard,228.64132213739938,medium
2236-P,93,509.5542784072459,ZEKMM,Houston,Texas,China,Local Pumpkin Festival,1775 C,1419 A,276,491,7,Orange Bulldog,231.12974425129946,medium
2621-P,85,499.3557486347854,BLXYQ,Paris,California,China,Local Pumpkin Festival,1401 I,1788 M,289,540,-11,Orange Bulldog,226.5037727347496,light
2464-P,84,491.3958986120298,PNPGL,Houston,Texas,China,Local Pumpkin Festival,1841 A,1044 Y,275,447,15,Orange Bulldog,222.8932484432278,light
2377-P,38,503.51469260361046,TZPZV,Los Angeles,New York,UK,Regional Pumpkin Festival,1732 O,1535 A,270,426,17,Golden Hubbard,228.39023644745689,medium
2600-P,69,492.8381002228707,GNIUV,Los Angeles,Texas,USA,Local Pumpkin Festival,1603 R,1465 W,275,457,10,Munchkin,223.54741955629237,light
2311-P,91,502.7016959618777,THBDC,Paris,Florida,China,Local Pumpkin Festival,1036 A,1864 T,2,-4,1,Orange Bulldog,228.02146767474002,medium
2110-P,77,502.01929642912,AZXIK,New York,Texas,USA,Local Pumpkin Festival,1435 P,1042 E,270,470,10,Munchkin,227.7119367058774,medium
2614-P,37,499.6758962320164,GAIAV,Los Angeles,California,UK,Local Pumpkin Festival,1188 P,1364 S,292,533,-7,Kakai,226.64898912367278,light
2727-P,57,489.3005515439436,DQGEL,Paris,New York,China,National Pumpkin Festival,1203 A,1157 S,295,601,-17,Orange Bulldog,221.94281577592045,light
2920-P,18,493.6379523202777,TXSKC,Nottingham,Texas,UK,National Pumpkin Festival,1135 A,1133 E,-3,-1,5,Orange Bulldog,223.9102260688594,light
2261-P,43,498.8192742364481,DJESZ,Los Angeles,California,USA,Local Pumpkin Festival,1790 C,1087 N,275,466,2,Golden Hubbard,226.26043223945896,light
2382-P,56,495.6288698865101,HQTVU,Nottingham,Florida,China,National Pumpkin Festival,1321 Q,1536 B,277,492,-1,Orange Bulldog,224.81329034956187,light
2780-P,50,495.3432313799858,MNQRG,Nottingham,Florida,USA,Local Pumpkin Festival,1708 J,1315 G,294,601,-15,Munchkin,224.6837270081105,light
2568-P,54,490.2816292699426,TRVTK,Houston,California,China,National Pumpkin Festival,1278 Q,1012 C,285,513,-2,Munchkin,222.3878247838118,light
2138-P,80,485.3636805374175,MEYDF,Chicago,New York,China,National Pumpkin Festival,1124 W,1465 J,292,537,-6,Orange Bulldog,220.1570825823283,light
2702-P,87,490.3694748720154,WYRNH,New York,California,USA,Local Pumpkin Festival,1196 Z,1187 O,288,508,-1,Munchkin,222.4276708461472,light
2957-P,25,485.5070146396756,WBZTC,Houston,New York,USA,National Pumpkin Festival,1620 U,1508 Y,277,467,4,Munchkin,220.22209778443974,light
2259-P,3,490.1362453069538,DNSQN,Houston,Texas,China,Local Pumpkin Festival,1121 M,1959 F,281,506,-2,Golden Hubbard,222.3218797812718,light
2058-P,67,475.4653973706066,NNJIV,New York,California,USA,Regional Pumpkin Festival,1607 Y,1726 Q,284,502,-8,Golden Hubbard,215.66730052412817,light
2159-P,90,479.9748656544834,UQYLY,Chicago,California,China,National Pumpkin Festival,1694 K,1710 E,1,-4,4,Kakai,217.71275926194843,light
2538-P,6,477.18955907877535,SWMTZ,Paris,Texas,UK,National Pumpkin Festival,1158 J,1158 T,265,398,21,Orange Bulldog,216.44936648165987,light
2108-P,68,480.9291193112731,IRBMK,New York,New York,UK,Local Pumpkin Festival,1314 J,1561 J,274,477,0,Munchkin,218.14560108663898,light
2588-P,7,465.2478317581117,WAQVN,Houston,New York,USA,Regional Pumpkin Festival,1072 A,1087 N,265,405,21,Munchkin,211.0326945028254,light
2451-P,84,469.407196097076,EHVFE,Paris,New York,UK,Regional Pumpkin Festival,1551 A,1374 T,268,443,10,Munchkin,212.9193488920649,light
2080-P,53,472.3265434531495,CIBMP,Los Angeles,Texas,UK,Local Pumpkin Festival,1442 L,1367 T,274,473,2,Orange Bulldog,214.24354149800098,light
2787-P,97,475.7981331469491,CVKTS,Nottingham,New York,China,National Pumpkin Festival,1040 O,1560 Q,279,473,-3,Munchkin,215.81822681039094,light
2390-P,15,458.50780605804175,CZCMB,New York,California,China,Regional Pumpkin Festival,1814 R,1798 H,0,1,-2,Kakai,207.97547276547928,light
2132-P,85,455.1192219294608,GCQEI,Houston,California,USA,Local Pumpkin Festival,1655 F,1375 M,263,419,7,Kakai,206.438438113428,light
2468-P,69,458.6254053940996,YKUJX,New York,New York,China,Regional Pumpkin Festival,1176 T,1040 G,259,402,16,Munchkin,208.02881488352043,light
2623-P,78,452.52889136224985,JOWGH,Houston,California,China,Local Pumpkin Festival,1539 K,1967 A,-5,4,-1,Munchkin,205.26348489078563,light
2558-P,3,451.1145973550156,YIWCE,Houston,Texas,USA,Local Pumpkin Festival,1266 R,1574 L,268,409,8,Orange Bulldog,204.62197244345623,light
2208-P,20,467.0626162989065,VOLCY,Los Angeles,California,UK,National Pumpkin Festival,1511 K,1098 U,273,448,0,Orange Bulldog,211.8558662522536,light
2474-P,47,462.5102706912905,IGVNH,Chicago,Texas,China,Regional Pumpkin Festival,1887 N,1742 F,282,496,-2,Munchkin,209.79095870340385,light
2055-P,44,450.0421341422945,RXIXL,Nottingham,Florida,USA,National Pumpkin Festival,1892 W,1309 Q,278,474,-2,Golden Hubbard,204.13551170987165,light
2026-P,40,458.4980530412868,HJFSU,Nottingham,New York,China,National Pumpkin Festival,1285 F,1576 Z,263,428,2,Orange Bulldog,207.97104887510338,light
2786-P,86,447.2451615566388,VBVIR,New York,Texas,USA,National Pumpkin Festival,1788 E,1910 W,260,414,14,Golden Hubbard,202.8668273207989,light
2211-P,65,457.9817476475611,JMUGS,New York,Florida,UK,National Pumpkin Festival,1869 W,1358 Z,276,457,-6,Kakai,207.73685687895255,light
2529-P,88,446.02137778606266,TGOSW,New York,Florida,USA,National Pumpkin Festival,1022 P,1332 A,273,473,-9,Golden Hubbard,202.31172879273572,light
2862-P,81,444.4945888053626,ADUKC,Los Angeles,California,USA,National Pumpkin Festival,1277 M,1508 G,256,397,10,Munchkin,201.61918952540202,light
2629-P,41,453.0356062846258,KVZAK,New York,New York,USA,National Pumpkin Festival,1349 M,1319 O,277,457,-3,Golden Hubbard,205.493326725856,light
2939-P,71,454.2000689888373,RNWER,New York,California,China,National Pumpkin Festival,1639 I,1426 I,281,467,-7,Kakai,206.0215176927847,light
2816-P,29,447.776948466897,LPRXK,New York,Florida,UK,Regional Pumpkin Festival,1589 I,1286 L,4,3,-4,Golden Hubbard,203.10804160899676,light
2797-P,22,443.13384354580194,BPBSK,Nottingham,New York,UK,National Pumpkin Festival,1599 B,1706 S,276,456,-6,Munchkin,201.00196636162738,light
2072-P,14,441.9987595966086,SIMPT,Chicago,Texas,UK,Local Pumpkin Festival,1358 E,1744 T,265,421,1,Orange Bulldog,200.48710136294488,light
2129-P,9,447.9601737931371,LEEUQ,Paris,Florida,China,Local Pumpkin Festival,1740 H,1052 L,262,413,5,Kakai,203.19115115117663,light
2258-P,51,440.4760753940791,JILJE,Los Angeles,California,UK,Regional Pumpkin Festival,1995 M,1072 Q,263,386,8,Kakai,199.7964239901511,light
2484-P,4,445.38623210880905,LIAKF,Los Angeles,New York,China,Local Pumpkin Festival,1634 X,1597 B,267,431,5,Golden Hubbard,202.0236317946989,light
2563-P,50,435.8164865290746,OOBFH,New York,Texas,UK,Regional Pumpkin Festival,1561 S,1838 E,272,480,-14,Golden Hubbard,197.682871757696,light
2748-P,33,430.89348500370977,VWDTD,Houston,California,UK,Regional Pumpkin Festival,1732 O,1577 U,257,385,16,Golden Hubbard,195.44983764980273,light
2202-P,97,422.7136239670217,IEEAQ,Paris,New York,UK,National Pumpkin Festival,1101 D,1607 H,273,451,-3,Golden Hubbard,191.7395181224493,light
2647-P,47,424.0668822508305,VUSGL,Paris,New York,China,National Pumpkin Festival,1174 J,1796 G,257,403,5,Golden Hubbard,192.3533452539187,light
2229-P,78,427.2989931674674,KRGOY,Houston,Florida,China,Local Pumpkin Festival,1195 Z,1965 J,280,473,-11,Orange Bulldog,193.8194049088179,light
2853-P,39,419.53028219845146,WIFWO,Houston,New York,USA,National Pumpkin Festival,1138 F,1726 G,274,463,-7,Orange Bulldog,190.29557976296,light
2245-P,78,432.1234341729432,UKQUI,Chicago,Florida,UK,Local Pumpkin Festival,1528 M,1420 V,255,372,12,Orange Bulldog,196.00773275337363,light
2587-P,15,433.5684731276706,FHARK,Nottingham,Florida,China,Local Pumpkin Festival,1270 F,1861 M,5,2,1,Munchkin,196.66319086292634,light
2946-P,40,414.3466722141951,FOBNK,Chicago,New York,UK,National Pumpkin Festival,1494 U,1426 U,-5,3,-3,Kakai,187.9443357429812,light
2666-P,61,427.8064665170386,PRTEY,Nottingham,New York,USA,Local Pumpkin Festival,1182 I,1753 V,261,408,1,Orange Bulldog,194.04959076039657,light
2006-P,23,424.2910673879087,HYMGW,Houston,New York,China,Regional Pumpkin Festival,1966 H,1489 J,-1,1,-4,Orange Bulldog,192.4550338386163,light
2900-P,56,418.4232549676672,BKWLT,Chicago,Florida,China,Local Pumpkin Festival,1370 I,1529 U,-1,0,1,Munchkin,189.7934410672941,light
2646-P,83,402.5455077692866,JIODC,Chicago,New York,USA,National Pumpkin Festival,1647 F,1148 S,-2,-5,4,Golden Hubbard,182.59142196008625,light
2234-P,54,420.8595973674208,RJPIO,Paris,Florida,UK,Local Pumpkin Festival,1929 X,1341 A,271,469,-10,Orange Bulldog,190.89854648908315,light
2800-P,99,408.1249092401937,SFAGT,Los Angeles,New York,China,National Pumpkin Festival,1919 P,1307 H,4,-1,-2,Munchkin,185.12219383207793,light
2160-P,88,403.4351515099406,HXNNZ,Houston,California,UK,Regional Pumpkin Festival,1608 C,1300 C,268,439,-4,Golden Hubbard,182.99495724369697,light
2694-P,38,401.8915472310037,YDVTS,Chicago,Texas,UK,Local Pumpkin Festival,1266 O,1420 T,275,460,-16,Golden Hubbard,182.2947906916054,light
2852-P,100,417.0877250768244,BXZPQ,Paris,Texas,UK,National Pumpkin Festival,1955 W,1067 S,273,432,-8,Munchkin,189.18765539304695,light
2752-P,17,398.6051393156871,WWMSE,Chicago,Florida,China,Regional Pumpkin Festival,1205 Y,1034 Y,267,430,-3,Munchkin,180.80410235248115,light
2723-P,65,409.7875269940123,CYTRA,Nottingham,California,USA,National Pumpkin Festival,1332 K,1565 N,4,-5,-2,Golden Hubbard,185.87634394426803,light
2300-P,99,406.165023772046,JJMPO,Houston,California,USA,National Pumpkin Festival,1225 H,2000 D,256,363,9,Orange Bulldog,184.2332054628099,light
2737-P,84,396.5117332868278,LKENX,New York,New York,USA,Regional Pumpkin Festival,1427 K,1450 E,272,427,-4,Golden Hubbard,179.8545501250388,light
2646-P,96,395.77397241909057,HEIDF,Houston,California,UK,Regional Pumpkin Festival,1871 O,1362 N,262,393,-3,Kakai,179.51990769752013,light
2711-P,59,392.29930904656646,MMLBW,Nottingham,New York,USA,Regional Pumpkin Festival,1088 D,1712 L,5,1,0,Kakai,177.94382818905018,light
2735-P,29,402.2660261290148,IDLFM,Chicago,Florida,USA,Regional Pumpkin Festival,1607 I,1848 R,261,428,-4,Golden Hubbard,182.46465132391208,light
2607-P,23,400.5526901492849,CRBPH,Chicago,Florida,China,Local Pumpkin Festival,1059 X,1402 H,-4,-3,-2,Munchkin,181.68749583019442,light
2902-P,69,389.7691993571818,TIBZI,New York,New York,UK,National Pumpkin Festival,1843 W,1924 Q,251,372,1,Munchkin,176.79619067482278,light
2330-P,22,388.8222841069102,YKPAS,Nottingham,California,USA,National Pumpkin Festival,1677 W,1035 N,-3,-4,0,Kakai,176.36667749262162,light
2954-P,14,391.5799729125574,QWKMQ,Houston,New York,UK,Regional Pumpkin Festival,1995 P,1008 T,265,401,-3,Golden Hubbard,177.61754307335275,light
2691-P,95,395.8256509779021,AWHFO,Paris,Florida,China,Regional Pumpkin Festival,1575 K,1700 V,207,209,86,Orange Bulldog,179.54334867836857,light
2733-P,22,380.27612343356014,ORDMD,Paris,Florida,UK,National Pumpkin Festival,1728 V,1102 D,-5,5,5,Golden Hubbard,172.49020738047543,light
2308-P,60,379.3325614044443,VXBOB,Houston,Texas,China,Local Pumpkin Festival,1549 O,1944 I,3,-5,2,Orange Bulldog,172.06221519256468,light
2994-P,9,379.9152386710048,PQLOD,Paris,Florida,China,National Pumpkin Festival,1611 X,1369 Z,251,360,2,Golden Hubbard,172.3265129392584,light
2772-P,68,386.5764400064945,SZSGW,Chicago,New York,China,National Pumpkin Festival,1674 P,1281 Q,2,4,5,Orange Bulldog,175.34798057542585,light
2162-P,52,384.8361836252734,BHXVD,New York,Texas,USA,National Pumpkin Festival,1918 N,1681 K,257,362,6,Munchkin,174.558614202955,light
2888-P,55,378.7674424331635,ACZCC,Houston,Florida,USA,National Pumpkin Festival,1606 X,1571 J,-5,-5,5,Golden Hubbard,171.80588174814352,light
2991-P,2,379.0168415354565,VBBHQ,Los Angeles,Texas,UK,Regional Pumpkin Festival,1118 I,1055 J,1,2,2,Munchkin,171.9190071857508,light
2134-P,62,370.234989461489,HWVPA,Los Angeles,New York,China,National Pumpkin Festival,1181 F,1410 D,260,386,-1,Golden Hubbard,167.93562933981573,light
2252-P,70,379.1760553549975,YJFJG,Chicago,Texas,USA,National Pumpkin Festival,1114 B,1358 L,263,401,-11,Kakai,171.99122530058403,light
2087-P,98,365.87162236645815,RCRTG,Los Angeles,Texas,China,Regional Pumpkin Festival,1194 D,1670 I,253,388,-8,Orange Bulldog,165.9564409324465,light
2293-P,21,372.56465447265657,AFLWI,Chicago,Florida,China,National Pumpkin Festival,1491 S,1385 M,-1,2,3,Kakai,168.99234675156123,light
2925-P,34,359.26662496011704,FTADY,Los Angeles,Florida,China,Regional Pumpkin Festival,1706 S,1445 V,1,4,-1,Golden Hubbard,162.9604669489094,light
2657-P,16,368.05462070927024,BKLOW,Los Angeles,Florida,USA,National Pumpkin Festival,1687 H,1044 I,263,418,-16,Munchkin,166.9466315167593,light
2095-P,2,377.0442312680185,BXFDP,Los Angeles,New York,China,Regional Pumpkin Festival,1520 V,1388 L,264,398,-8,Orange Bulldog,171.02424694932304,light
2576-P,64,358.2526433635503,SCGPA,Los Angeles,Texas,China,National Pumpkin Festival,1483 B,1930 K,251,364,5,Golden Hubbard,162.5005330085595,light
2763-P,18,356.5732943303883,JSAGB,Houston,Florida,USA,Local Pumpkin Festival,1199 B,1847 L,242,334,13,Munchkin,161.7387937219095,light
2079-P,25,366.80278811603785,SPXOS,Chicago,California,UK,Regional Pumpkin Festival,1692 N,1327 Y,257,363,2,Orange Bulldog,166.37881026712984,light
2864-P,59,364.5935785315931,HWSIR,Houston,New York,China,Regional Pumpkin Festival,1259 Y,1910 O,253,383,-6,Kakai,165.3767304733024,light
2089-P,76,363.6746011180803,TDAFP,Chicago,California,UK,Local Pumpkin Festival,1798 O,1876 F,-2,-4,-3,Munchkin,164.95988967035228,light
2342-P,62,362.76764059998095,WSEHS,Paris,Florida,USA,Local Pumpkin Festival,1552 O,1491 U,257,369,-7,Orange Bulldog,164.54849963502656,light
2123-P,47,354.0514882383868,JZEOO,Nottingham,California,USA,Regional Pumpkin Festival,1281 Q,1039 H,254,345,1,Kakai,160.59492265302634,light
2721-P,64,347.1588311176747,PWKBL,New York,Texas,USA,Regional Pumpkin Festival,1167 X,1843 V,248,335,7,Munchkin,157.4684685243283,light
2337-P,8,345.18077888246626,BCYQA,Chicago,California,USA,National Pumpkin Festival,1954 B,1666 C,251,365,-4,Munchkin,156.57123985485563,light
2032-P,8,344.4036251639947,HHUDZ,New York,Texas,UK,National Pumpkin Festival,1808 L,1792 E,260,383,-6,Munchkin,156.2187291453867,light
2256-P,37,341.14834213163704,ZRGQC,Paris,Florida,China,Regional Pumpkin Festival,1229 W,1344 G,240,314,11,Munchkin,154.7421588041735,light
2151-P,17,332.6993025397137,UFSIC,New York,New York,USA,National Pumpkin Festival,1574 E,1494 K,4,5,5,Kakai,150.90974203759382,light
2124-P,73,335.4490830274299,HNKDZ,Nottingham,California,UK,National Pumpkin Festival,1527 J,1719 S,250,343,5,Munchkin,152.15702046857797,light
2241-P,65,335.08070859014987,OUOLC,Chicago,Florida,China,Regional Pumpkin Festival,1522 K,1898 N,2,0,-5,Munchkin,151.98992877082327,light
2831-P,59,344.55745567567647,GWOTU,Chicago,New York,UK,Regional Pumpkin Festival,1156 X,1513 W,177,145,132,Munchkin,156.28850543484143,light
2408-P,61,332.76774331424383,IQMKK,Paris,California,China,Regional Pumpkin Festival,1747 R,1560 L,260,382,-10,Kakai,150.94078622539448,light
2608-P,5,335.29777766019106,BNIJJ,Los Angeles,Texas,USA,Regional Pumpkin Festival,1143 D,1618 L,229,260,22,Golden Hubbard,152.08838956444137,light
2434-P,28,321.753454791382,LQJQA,Chicago,Florida,China,National Pumpkin Festival,1803 H,1359 L,246,338,-3,Munchkin,145.94479306573254,light
2165-P,25,340.2338129531592,ZWPWS,Paris,Texas,USA,Regional Pumpkin Festival,1055 R,1595 G,239,299,8,Munchkin,154.32733568504938,light
2697-P,50,337.6860967185348,KBFOP,New York,New York,China,National Pumpkin Festival,1173 C,1807 H,239,314,4,Kakai,153.17171198275364,light
2380-P,25,334.2794079031795,QENYT,Nottingham,New York,USA,National Pumpkin Festival,1024 X,1812 L,246,350,-3,Munchkin,151.62646518961898,light
2313-P,66,327.82163218501955,FXVOX,Nottingham,New York,China,Local Pumpkin Festival,1167 H,1848 G,243,326,1,Munchkin,148.69726978606738,light
2060-P,77,325.9336136803031,EWPWN,Paris,New York,UK,Regional Pumpkin Festival,1217 I,1286 T,240,331,-5,Golden Hubbard,147.84087969647604,light
2803-P,4,328.6240780400112,DHRDJ,New York,New York,China,Local Pumpkin Festival,1182 L,1700 V,234,301,9,Kakai,149.06125280632477,light
2038-P,24,318.6852979432791,IMMZH,Nottingham,Florida,USA,National Pumpkin Festival,1484 R,1474 X,233,295,10,Golden Hubbard,144.55310166468786,light
2487-P,54,308.8485603220761,XODWT,Nottingham,New York,UK,National Pumpkin Festival,1161 L,1498 J,232,289,7,Kakai,140.09123617361112,light
2892-P,88,313.0666681881994,PAGKA,Houston,Florida,UK,Regional Pumpkin Festival,1538 T,1207 A,261,383,-18,Munchkin,142.00453615682173,light
2805-P,79,320.8604188594967,FFLQY,Chicago,Florida,UK,Local Pumpkin Festival,1514 Z,1246 F,-5,-4,-3,Golden Hubbard,145.53971911131683,light
2412-P,81,319.68175534531474,ADIMF,New York,Florida,USA,Regional Pumpkin Festival,1817 U,1804 G,246,338,-8,Orange Bulldog,145.00508677059202,light
2506-P,24,306.48402911797166,WBLEC,Chicago,New York,USA,National Pumpkin Festival,1578 J,1378 Q,232,262,18,Golden Hubbard,139.018703735679,light
2171-P,75,304.76771672908217,LFZTV,Los Angeles,California,UK,Local Pumpkin Festival,1997 O,1837 K,-3,4,1,Munchkin,138.24019816657784,light
2752-P,74,303.3696753680706,HPETW,Los Angeles,California,UK,National Pumpkin Festival,1972 G,1291 Y,257,372,-21,Kakai,137.6060577895539,light
2706-P,29,305.79846185818315,UUHFB,Houston,Florida,USA,Regional Pumpkin Festival,1463 C,1973 C,243,339,-10,Kakai,138.707735911177,light
2569-P,11,310.10355398971586,RIUGI,Los Angeles,New York,China,Local Pumpkin Festival,1409 L,1611 E,1,-3,-2,Munchkin,140.6604912613032,light
2809-P,39,313.33248927630484,SLTDP,Houston,California,USA,Local Pumpkin Festival,1915 P,1664 Y,245,315,-2,Munchkin,142.12511047581768,light
2129-P,8,302.2730633597821,SXMHH,Paris,California,UK,Regional Pumpkin Festival,1989 E,1276 M,2,-4,1,Kakai,137.10864335549027,light
2267-P,33,289.7091006329283,DYLQT,Chicago,Texas,China,Local Pumpkin Festival,1916 B,1949 O,239,316,-4,Kakai,131.40973037429123,light
2226-P,44,292.2608008584008,KYGLW,Houston,Florida,China,National Pumpkin Festival,1246 I,1027 U,237,321,-9,Orange Bulldog,132.56716118296373,light
2781-P,23,289.49689358621833,UJZGL,Nottingham,California,USA,Local Pumpkin Festival,1917 S,1189 T,-3,1,0,Munchkin,131.31347495555994,light
2297-P,55,287.4844904327765,DPAQR,Chicago,California,UK,Regional Pumpkin Festival,1194 B,1972 M,2,-5,-2,Golden Hubbard,130.40066498438395,light
2384-P,80,275.0902418332174,QYIOA,Los Angeles,New York,UK,Local Pumpkin Festival,1963 T,1093 Y,6,-2,0,Golden Hubbard,124.77873297361275,light
2282-P,46,278.841692398116,TBHOZ,Nottingham,California,UK,National Pumpkin Festival,1393 B,1941 N,235,313,-13,Munchkin,126.48036093824622,light
2582-P,89,274.7752892402932,RQWNW,New York,Texas,USA,National Pumpkin Festival,1839 R,1356 Z,230,280,-1,Munchkin,124.63587299708307,light
2986-P,39,289.2417195606977,DMQAK,Los Angeles,Texas,UK,Local Pumpkin Festival,1146 R,1066 X,223,254,8,Kakai,131.197730058976,light
2557-P,45,272.8223518524319,CVRJI,Nottingham,Texas,China,Local Pumpkin Festival,1461 Q,1581 N,227,253,12,Munchkin,123.75003622144828,light
2372-P,66,274.2599045187235,QUPCQ,Chicago,California,USA,Local Pumpkin Festival,1383 V,1634 G,-2,3,2,Kakai,124.40209861045682,light
2110-P,82,269.9631859920919,SLQPV,Paris,New York,USA,National Pumpkin Festival,1219 A,1464 N,-4,-5,0,Kakai,122.45314146052495,light
2169-P,82,265.46448733471334,GSJMO,New York,Texas,China,Local Pumpkin Festival,1655 O,1403 T,-1,5,-2,Orange Bulldog,120.4125677391273,light
2151-P,39,267.277897272259,FBOBF,Los Angeles,New York,UK,Regional Pumpkin Festival,1153 B,1676 Z,230,265,3,Munchkin,121.2351159795185,light
2213-P,72,255.3411869890988,VQWZC,Paris,California,USA,Regional Pumpkin Festival,1003 T,1506 W,230,272,0,Kakai,115.8207196887593,light
2186-P,89,245.60345810092983,GHASM,Nottingham,New York,UK,Regional Pumpkin Festival,1337 I,1538 B,216,223,12,Golden Hubbard,111.40376376691697,light
2762-P,81,251.9549584416673,IHTSP,Houston,Florida,USA,Local Pumpkin Festival,1255 A,1554 L,221,266,-1,Kakai,114.28475350947275,light
2040-P,86,243.08968080952764,QHBNY,Chicago,Texas,UK,Regional Pumpkin Festival,1029 Q,1438 G,219,242,-1,Orange Bulldog,110.26353449775526,light
2274-P,12,254.45045699551704,CWYOD,Nottingham,Florida,USA,Regional Pumpkin Festival,1450 N,1633 S,1,-4,0,Munchkin,115.41669168951057,light
2786-P,61,248.4158027684316,HRLAC,Los Angeles,Texas,China,Local Pumpkin Festival,1426 Z,1000 X,229,263,-8,Golden Hubbard,112.67942080933842,light
2627-P,72,253.7314665513113,JBEZP,Chicago,Texas,USA,Regional Pumpkin Festival,1171 D,1118 X,235,284,-12,Kakai,115.0905633759424,light
2200-P,5,239.35631361976263,HQITK,Nottingham,Florida,China,National Pumpkin Festival,1688 D,1479 I,218,236,0,Orange Bulldog,108.57010900741537,light
2888-P,58,221.14197843149304,VALUT,Chicago,California,China,National Pumpkin Festival,1793 R,1678 P,214,230,1,Kakai,100.3082322806978,light
2536-P,33,223.3827697476372,DAJHO,New York,Texas,China,National Pumpkin Festival,1849 N,1290 T,222,263,-11,Golden Hubbard,101.32463729537025,light
2268-P,37,233.501045688428,XPSCG,New York,California,USA,National Pumpkin Festival,1902 Y,1520 Z,-1,-1,2,Golden Hubbard,105.91420631590543,light
2772-P,21,225.30336623918265,XXAGR,Los Angeles,Texas,China,Local Pumpkin Festival,1503 I,1952 G,207,202,6,Golden Hubbard,102.19580449916333,light
2453-P,67,214.398620814085,VILUU,Chicago,Texas,China,Local Pumpkin Festival,1820 Q,1666 K,-1,1,0,Munchkin,97.24949921230244,light
2973-P,68,214.9675240919739,YKDYT,Houston,New York,USA,Regional Pumpkin Festival,1444 F,1995 D,1,-5,-4,Orange Bulldog,97.50754918792663,light
2948-P,33,203.1629296597093,ZIXQE,Nottingham,California,China,Regional Pumpkin Festival,1899 G,1583 X,213,219,2,Golden Hubbard,92.15307959020686,light
2073-P,39,216.9946716614068,KOIIG,New York,Florida,USA,Regional Pumpkin Festival,1573 X,1849 W,228,266,-25,Golden Hubbard,98.42704710824084,light
2354-P,71,200.12743968237191,VVIHR,Nottingham,New York,China,National Pumpkin Festival,1111 J,1889 F,204,184,6,Orange Bulldog,90.77620562040644,light
2192-P,26,206.34545019548383,CHTRH,Nottingham,California,China,Regional Pumpkin Festival,1323 F,1773 D,193,179,17,Orange Bulldog,93.5966454450699,light
2046-P,20,195.3504927866161,RGJYE,Chicago,California,China,National Pumpkin Festival,1988 C,1578 A,197,191,11,Munchkin,88.60942072406677,light
2009-P,84,192.51258452236647,MDWKF,Chicago,Texas,USA,Local Pumpkin Festival,1549 D,1977 R,11,3,0,Orange Bulldog,87.32216823866925,light
2335-P,4,203.1331616025418,XFKOS,Nottingham,Texas,UK,Regional Pumpkin Festival,1102 U,1218 C,213,223,-5,Golden Hubbard,92.13957703762014,light
2618-P,78,199.7304729759693,IWBQI,Los Angeles,Florida,UK,National Pumpkin Festival,1397 A,1040 M,217,218,-5,Kakai,90.59614469811586,light
2130-P,28,190.4193225428462,AEPHV,Chicago,Texas,China,Local Pumpkin Festival,1468 O,1173 W,203,199,2,Golden Hubbard,86.37268135085469,light
2836-P,9,207.6256608888507,LLRSV,Nottingham,Texas,China,Regional Pumpkin Festival,1077 D,1707 S,2,2,-1,Munchkin,94.17733877389556,light
2369-P,80,194.4960456052795,LZIEC,Nottingham,California,UK,Regional Pumpkin Festival,1309 Y,1456 E,209,215,-13,Kakai,88.22185031818994,light
2445-P,91,195.10944231972096,YVEYD,Paris,Texas,China,Regional Pumpkin Festival,1283 O,1754 G,198,192,5,Golden Hubbard,88.50008216068687,light
